mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classify__C,param_classify__penalty,param_feature_select__k,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.03130984306335449,0.0004992426219424791,0.00091552734375,1.3185790476453234e-05,0.0625,l2,4,"{'classify__C': 0.0625, 'classify__penalty': 'l2', 'feature_select__k': 4}",0.7378277153558053,0.74125,0.7459324155193993,0.7416666666666667,0.0033218191662717357,68,0.7429643527204502,0.7440625,0.7395377888819488,0.7421882138674664,0.0019270091359042082
0.06013059616088867,0.003197273275436568,0.0012076695760091145,0.0002658976379098605,0.0625,l2,12,"{'classify__C': 0.0625, 'classify__penalty': 'l2', 'feature_select__k': 12}",0.7940074906367042,0.789375,0.785982478097622,0.7897916666666667,0.003289416335245212,42,0.791119449656035,0.79125,0.7913803872579638,0.7912499456379996,0.00010652733684054593
0.14385453859965006,0.0029251184148752717,0.0010886192321777344,8.094536067016115e-06,0.0625,l2,36,"{'classify__C': 0.0625, 'classify__penalty': 'l2', 'feature_select__k': 36}",0.8158551810237203,0.816875,0.8235294117647058,0.81875,0.0034019749275064908,19,0.8255159474671669,0.821875,0.820737039350406,0.822709328939191,0.00203822950640821
0.08283440272013347,0.00885764081429409,0.0009579658508300781,1.0567798742179035e-05,0.125,l1,4,"{'classify__C': 0.125, 'classify__penalty': 'l1', 'feature_select__k': 4}",0.7453183520599251,0.741875,0.7528160200250313,0.7466666666666667,0.004566091425065471,64,0.7467166979362101,0.75,0.7435977514053717,0.7467714831138607,0.0026139941122890597
0.1296068032582601,0.004504851935367492,0.0010141531626383464,1.3724205855458518e-05,0.125,l1,12,"{'classify__C': 0.125, 'classify__penalty': 'l1', 'feature_select__k': 12}",0.8102372034956304,0.806875,0.8053817271589487,0.8075,0.002030906555339355,36,0.8123827392120075,0.810625,0.8094940662086196,0.8108339351402091,0.0011885140161103575
0.261048158009847,0.012440057522556544,0.0012101332346598308,5.644777700057962e-05,0.125,l1,36,"{'classify__C': 0.125, 'classify__penalty': 'l1', 'feature_select__k': 36}",0.8208489388264669,0.819375,0.8291614518147684,0.823125,0.004306685969034193,18,0.8308317698561601,0.8275,0.8272954403497814,0.8285424034019805,0.0016209791760469145
0.034072319666544594,0.0007124609209305288,0.0009165604909261068,2.3303578267176992e-05,0.125,l2,4,"{'classify__C': 0.125, 'classify__penalty': 'l2', 'feature_select__k': 4}",0.7421972534332085,0.7425,0.7459324155193993,0.7435416666666667,0.0016934492583841763,67,0.7457786116322702,0.7453125,0.7420362273579013,0.7443757796633905,0.0016652214579497239
0.06155991554260254,0.0006133176029924903,0.0010173320770263672,3.723657568124925e-05,0.125,l2,12,"{'classify__C': 0.125, 'classify__penalty': 'l2', 'feature_select__k': 12}",0.8027465667915106,0.800625,0.8010012515644556,0.8014583333333334,0.0009246128753477091,39,0.8039399624765479,0.804375,0.7995003123048094,0.8026050915937857,0.00220258261088281
0.1522359848022461,0.0034487934750713563,0.0010747909545898438,1.520405329840103e-06,0.125,l2,36,"{'classify__C': 0.125, 'classify__penalty': 'l2', 'feature_select__k': 36}",0.8227215980024969,0.82125,0.8304130162703379,0.8247916666666667,0.004016383756356986,17,0.8292682926829268,0.8321875,0.8263585259212992,0.8292714395347419,0.0023796697431294382
0.09343338012695312,0.008339930782407488,0.0009388923645019531,6.818938086545511e-06,0.25,l1,4,"{'classify__C': 0.25, 'classify__penalty': 'l1', 'feature_select__k': 4}",0.7459425717852685,0.7425,0.753441802252816,0.7472916666666667,0.004566519062081743,61,0.7476547842401501,0.7509375,0.7445346658338539,0.7477089833580012,0.0026142270365666523
0.1505399545033773,0.00917639287881568,0.0011063416798909504,7.494446579898161e-05,0.25,l1,12,"{'classify__C': 0.25, 'classify__penalty': 'l1', 'feature_select__k': 12}",0.8114856429463171,0.80875,0.8153942428035044,0.811875,0.0027256193171783082,34,0.8176985616010006,0.8153125,0.8138663335415366,0.8156257983808457,0.0015801075662785955
0.3722100257873535,0.03832753469110276,0.0011397202809651692,2.1049658764088538e-05,0.25,l1,36,"{'classify__C': 0.25, 'classify__penalty': 'l1', 'feature_select__k': 36}",0.8270911360799001,0.825,0.8341677096370463,0.82875,0.0039214222560824685,13,0.83458411507192,0.8325,0.8332292317301686,0.8334377822673629,0.0008635214350452857
0.03522451718648275,0.0012305449742811168,0.0010575453440348308,0.0001973036629050048,0.25,l2,4,"{'classify__C': 0.25, 'classify__penalty': 'l2', 'feature_select__k': 4}",0.7453183520599251,0.744375,0.7490613266583229,0.74625,0.0020230633518605223,65,0.7464040025015635,0.748125,0.7442223610243598,0.7462504545086411,0.001596940926301379
0.06766486167907715,0.001064293077601107,0.0009826819101969402,1.4610907483776596e-06,0.25,l2,12,"{'classify__C': 0.25, 'classify__penalty': 'l2', 'feature_select__k': 12}",0.8077403245942572,0.804375,0.8103879849812266,0.8075,0.0024599108917275035,36,0.8111319574734209,0.8103125,0.8082448469706434,0.8098964348146881,0.0012148208215298263
0.1653292973836263,0.0013650672536083125,0.0011680920918782551,1.9606777548088204e-05,0.25,l2,36,"{'classify__C': 0.25, 'classify__penalty': 'l2', 'feature_select__k': 36}",0.8258426966292135,0.826875,0.8316645807259074,0.828125,0.0025358030113897573,16,0.83364602876798,0.835,0.829793878825734,0.832813302531238,0.002205447673270908
0.10274799664815266,0.018842895556505097,0.0009440581003824869,3.4949991587473585e-06,0.5,l1,4,"{'classify__C': 0.5, 'classify__penalty': 'l1', 'feature_select__k': 4}",0.7459425717852685,0.743125,0.753441802252816,0.7475,0.004352398663051645,56,0.7467166979362101,0.7503125,0.745159275452842,0.7473961577963507,0.0021579589252369645
0.19011267026265463,0.01811307826460491,0.0010232925415039062,1.5142864711952607e-05,0.5,l1,12,"{'classify__C': 0.5, 'classify__penalty': 'l1', 'feature_select__k': 12}",0.8108614232209738,0.810625,0.8178973717146433,0.813125,0.003372795424537265,32,0.8189493433395872,0.8171875,0.8157401623985009,0.8172923352460293,0.0013122381388974357
0.5190326372782389,0.05428416274847272,0.0011554559071858723,2.8772248583436992e-05,0.5,l1,36,"{'classify__C': 0.5, 'classify__penalty': 'l1', 'feature_select__k': 36}",0.8270911360799001,0.829375,0.8354192740926157,0.830625,0.0035129587336779873,7,0.8373983739837398,0.8378125,0.8357276702061212,0.8369795147299537,0.0009011885201306584
0.03529230753580729,0.00023754790058758886,0.0009206136067708334,9.679389761419342e-06,0.5,l2,4,"{'classify__C': 0.5, 'classify__penalty': 'l2', 'feature_select__k': 4}",0.7453183520599251,0.74375,0.753441802252816,0.7475,0.004246132356358957,56,0.7476547842401501,0.75125,0.7460961898813242,0.7483336580404915,0.0021580997679183124
0.07131568590799968,0.0016390793282654434,0.0009990533192952473,2.503079692208548e-06,0.5,l2,12,"{'classify__C': 0.5, 'classify__penalty': 'l2', 'feature_select__k': 12}",0.8114856429463171,0.80875,0.8110137672090113,0.8104166666666667,0.0011941523979288099,35,0.814571607254534,0.814375,0.8141786383510307,0.8143750818685215,0.00016042889350530073
0.17922568321228027,0.003255354957069257,0.0011549790700276692,8.831862914917019e-06,0.5,l2,36,"{'classify__C': 0.5, 'classify__penalty': 'l2', 'feature_select__k': 36}",0.8252184769038702,0.826875,0.8329161451814768,0.8283333333333334,0.00330742126791852,15,0.8361475922451532,0.838125,0.834790755777639,0.8363544493409307,0.0013690357986900013
0.12765820821126303,0.009432996878196442,0.0009694894154866537,1.862346042353393e-05,1,l1,4,"{'classify__C': 1, 'classify__penalty': 'l1', 'feature_select__k': 4}",0.7459425717852685,0.743125,0.7521902377972466,0.7470833333333333,0.003786785750936647,63,0.7470293933708568,0.7509375,0.7448469706433479,0.7476046213380682,0.0025194976181449258
0.23430228233337402,0.019187590853134137,0.0010541280110677083,4.9947917818929885e-06,1,l1,12,"{'classify__C': 1, 'classify__penalty': 'l1', 'feature_select__k': 12}",0.8121098626716604,0.8125,0.8191489361702128,0.8145833333333333,0.003229275244585008,21,0.8192620387742339,0.819375,0.8166770768269831,0.818438038533739,0.0012460416416602575
0.6655319531758627,0.018195866409482585,0.0012563069661458333,0.0001457615010731148,1,l1,36,"{'classify__C': 1, 'classify__penalty': 'l1', 'feature_select__k': 36}",0.8270911360799001,0.82875,0.8341677096370463,0.83,0.0030211839584008736,11,0.8405253283302064,0.841875,0.8372891942535915,0.8398965075279327,0.0019242254349872115
0.04844816525777181,0.000685107457119616,0.001188198725382487,4.499876552229584e-06,1,l2,4,"{'classify__C': 1, 'classify__penalty': 'l2', 'feature_select__k': 4}",0.7459425717852685,0.743125,0.7528160200250313,0.7472916666666667,0.0040687334273872165,61,0.7476547842401501,0.7509375,0.7464084946908183,0.7483335929769894,0.0019102457518264087
0.09636147816975911,0.0017418801815233806,0.0012557506561279297,2.807541168952893e-06,1,l2,12,"{'classify__C': 1, 'classify__penalty': 'l2', 'feature_select__k': 12}",0.8114856429463171,0.81,0.8166458072590739,0.8127083333333334,0.0028470002477119665,33,0.8167604752970606,0.814375,0.8151155527795128,0.8154170093588577,0.0009969219796100695
0.22125935554504395,0.01653898670752302,0.0012284914652506511,0.00011121357136139614,1,l2,36,"{'classify__C': 1, 'classify__penalty': 'l2', 'feature_select__k': 36}",0.8252184769038702,0.8275,0.8335419274092616,0.82875,0.0035111066647133897,13,0.8405253283302064,0.8415625,0.8388507183010618,0.8403128488770895,0.0011172289034844661
0.15025997161865234,0.009968720571008765,0.0009570121765136719,8.794597504335987e-06,2,l1,4,"{'classify__C': 2, 'classify__penalty': 'l1', 'feature_select__k': 4}",0.7465667915106118,0.743125,0.753441802252816,0.7477083333333333,0.004287317191165631,52,0.7470293933708568,0.7509375,0.7448469706433479,0.7476046213380682,0.0025194976181449258
0.26555951436360675,0.02996093985645885,0.001081228256225586,3.736458567726958e-05,2,l1,12,"{'classify__C': 2, 'classify__penalty': 'l1', 'feature_select__k': 12}",0.8114856429463171,0.81375,0.8191489361702128,0.8147916666666667,0.003214062320731238,20,0.8198874296435272,0.819375,0.8191755153029356,0.8194793149821543,0.00029985187311001984
0.7583903471628824,0.028407315517258475,0.001207431157430013,5.725499717894572e-05,2,l1,36,"{'classify__C': 2, 'classify__penalty': 'l1', 'feature_select__k': 36}",0.8289637952559301,0.828125,0.8354192740926157,0.8308333333333333,0.003257768925451981,4,0.8424015009380863,0.8459375,0.839787632729544,0.8427088778892101,0.0025200631346083387
0.036819775899251304,0.0005351937693584836,0.0009628136952718099,1.558357203096356e-05,2,l2,4,"{'classify__C': 2, 'classify__penalty': 'l2', 'feature_select__k': 4}",0.7465667915106118,0.743125,0.7528160200250313,0.7475,0.004009876785416763,56,0.7473420888055035,0.750625,0.7442223610243598,0.7473964832766211,0.0026141493877184165
0.07853857676188152,0.0018322654652985439,0.0010547637939453125,1.0239978515207141e-05,2,l2,12,"{'classify__C': 2, 'classify__penalty': 'l2', 'feature_select__k': 12}",0.8114856429463171,0.810625,0.8178973717146433,0.8133333333333334,0.0032433370134560473,30,0.8176985616010006,0.8175,0.8173016864459712,0.817500082682324,0.00016202361411674326
0.2166613737742106,0.005333156534716386,0.0011904239654541016,2.9394216551632767e-06,2,l2,36,"{'classify__C': 2, 'classify__penalty': 'l2', 'feature_select__k': 36}",0.8277153558052435,0.825,0.8354192740926157,0.829375,0.0044115783124934775,12,0.841776110068793,0.8453125,0.8391630231105559,0.8420838777264495,0.002519928200270317
0.145981232325236,0.010985660529820519,0.0010290145874023438,8.465258612540551e-06,4,l1,4,"{'classify__C': 4, 'classify__penalty': 'l1', 'feature_select__k': 4}",0.7465667915106118,0.743125,0.753441802252816,0.7477083333333333,0.004287317191165631,52,0.7476547842401501,0.7509375,0.745159275452842,0.7479171865643307,0.0023662362468903336
0.27866633733113605,0.017059743612905822,0.0011276404062906902,9.892376030893461e-06,4,l1,12,"{'classify__C': 4, 'classify__penalty': 'l1', 'feature_select__k': 12}",0.8108614232209738,0.813125,0.818523153942428,0.8141666666666667,0.0032134414122388733,22,0.8195747342088805,0.8215625,0.8194878201124297,0.8202083514404367,0.0009581848311837255
0.8434084256490072,0.031601875935776964,0.0011869271596272786,4.979937057765078e-05,4,l1,36,"{'classify__C': 4, 'classify__penalty': 'l1', 'feature_select__k': 36}",0.8295880149812734,0.82875,0.8347934918648311,0.8310416666666667,0.0026724569088992733,3,0.8445903689806129,0.848125,0.8410368519675203,0.8445840736493778,0.0028937277407043655
0.037734270095825195,0.0011676517396141321,0.0010088284810384114,1.2634435168696972e-05,4,l2,4,"{'classify__C': 4, 'classify__penalty': 'l2', 'feature_select__k': 4}",0.7465667915106118,0.743125,0.7528160200250313,0.7475,0.004009876785416763,56,0.7470293933708568,0.7515625,0.745159275452842,0.7479170562745662,0.0026884047591211905
0.07916696866353352,0.001343993555435866,0.0010600090026855469,2.7410879418620635e-05,4,l2,12,"{'classify__C': 4, 'classify__penalty': 'l2', 'feature_select__k': 12}",0.8108614232209738,0.81125,0.818523153942428,0.8135416666666667,0.003522717565066072,27,0.8186366479049406,0.81875,0.8194878201124297,0.81895815600579,0.0003773771091453369
0.23128612836201987,0.0024314555140932123,0.0011897087097167969,4.890003224345894e-06,4,l2,36,"{'classify__C': 4, 'classify__penalty': 'l2', 'feature_select__k': 36}",0.8283395755305868,0.8275,0.8366708385481852,0.8308333333333333,0.004138098765308784,4,0.8433395872420263,0.8475,0.839787632729544,0.84354240665719,0.0031518252928502384
0.15199995040893555,0.003805627536279048,0.0010301272074381511,7.310639205980384e-06,8,l1,4,"{'classify__C': 8, 'classify__penalty': 'l1', 'feature_select__k': 4}",0.7465667915106118,0.743125,0.753441802252816,0.7477083333333333,0.004287317191165631,52,0.7476547842401501,0.7509375,0.745159275452842,0.7479171865643307,0.0023662362468903336
0.2901446024576823,0.026083300001688806,0.0010495185852050781,2.1413475013267963e-06,8,l1,12,"{'classify__C': 8, 'classify__penalty': 'l1', 'feature_select__k': 12}",0.8102372034956304,0.81125,0.818523153942428,0.8133333333333334,0.003689573165548082,30,0.8198874296435272,0.8221875,0.8204247345409119,0.8208332213948131,0.000982421173610949
1.0012709299723308,0.044020742543234986,0.0011771519978841145,6.182304040441914e-05,8,l1,36,"{'classify__C': 8, 'classify__penalty': 'l1', 'feature_select__k': 36}",0.8289637952559301,0.82875,0.8366708385481852,0.8314583333333333,0.0036833777938156806,1,0.8461538461538461,0.85,0.8416614615865085,0.8459384359134515,0.003407600025146593
0.03823399543762207,0.0005066557301926028,0.0009366671244303385,1.5497003863698455e-05,8,l2,4,"{'classify__C': 8, 'classify__penalty': 'l2', 'feature_select__k': 4}",0.7465667915106118,0.743125,0.7528160200250313,0.7475,0.004009876785416763,56,0.7473420888055035,0.7509375,0.745159275452842,0.7478129547527819,0.0023823316008446714
0.0827333132425944,0.002187956049597159,0.0010560353597005208,1.0458459244030766e-05,8,l2,12,"{'classify__C': 8, 'classify__penalty': 'l2', 'feature_select__k': 12}",0.8096129837702871,0.813125,0.818523153942428,0.81375,0.0036643071979994848,25,0.8195747342088805,0.82,0.8201124297314178,0.8198957213134328,0.00023156662409669782
0.23784685134887695,0.004501880828945712,0.0012098948160807292,9.873203502959754e-06,8,l2,36,"{'classify__C': 8, 'classify__penalty': 'l2', 'feature_select__k': 36}",0.8270911360799001,0.8275,0.83729662077597,0.830625,0.004716082946406982,7,0.8458411507191995,0.8490625,0.8413491567770144,0.845417602498738,0.0031631693747660576
0.15486359596252441,0.0008665599560352615,0.0010551611582438152,3.7252516214694155e-05,16,l1,4,"{'classify__C': 16, 'classify__penalty': 'l1', 'feature_select__k': 4}",0.7465667915106118,0.743125,0.7540675844806007,0.7479166666666667,0.004566946748152378,50,0.7476547842401501,0.7509375,0.745159275452842,0.7479171865643307,0.0023662362468903336
0.3153114318847656,0.02813559857906904,0.0011323293050130208,9.79807218387759e-07,16,l1,12,"{'classify__C': 16, 'classify__penalty': 'l1', 'feature_select__k': 12}",0.8102372034956304,0.810625,0.8197747183979975,0.8135416666666667,0.00440614876649022,27,0.8208255159474672,0.821875,0.8204247345409119,0.821041750162793,0.0006114929284759789
1.0014004707336426,0.06444916703357702,0.0012447039286295574,1.4999962790685053e-05,16,l1,36,"{'classify__C': 16, 'classify__penalty': 'l1', 'feature_select__k': 36}",0.8270911360799001,0.8275,0.8366708385481852,0.8304166666666667,0.004421375904295013,10,0.8467792370231395,0.8496875,0.8419737663960025,0.8461468344730473,0.0031807096972617534
0.03793994585673014,0.0008529647467989794,0.001360495885213216,0.0004888577992729139,16,l2,4,"{'classify__C': 16, 'classify__penalty': 'l2', 'feature_select__k': 4}",0.7465667915106118,0.743125,0.753441802252816,0.7477083333333333,0.004287317191165631,52,0.7473420888055035,0.7509375,0.745159275452842,0.7478129547527819,0.0023823316008446714
0.08302831649780273,0.0005730945236468772,0.0010442733764648438,1.5297235294119644e-05,16,l2,12,"{'classify__C': 16, 'classify__penalty': 'l2', 'feature_select__k': 12}",0.8102372034956304,0.8125,0.8178973717146433,0.8135416666666667,0.0032128205103993295,27,0.8198874296435272,0.820625,0.8198001249219238,0.8201041848551504,0.0003699926485145087
0.25782052675882977,0.0019204340173784994,0.0012151400248209636,5.5243642161632425e-06,16,l2,36,"{'classify__C': 16, 'classify__penalty': 'l2', 'feature_select__k': 36}",0.8289637952559301,0.828125,0.8366708385481852,0.83125,0.0038448081551297497,2,0.8464665415884928,0.85,0.8419737663960025,0.8461467693281651,0.0032844885132331547
0.15780242284138998,0.00830455896312939,0.0010365645090738933,6.938303815751758e-06,32,l1,4,"{'classify__C': 32, 'classify__penalty': 'l1', 'feature_select__k': 4}",0.7471910112359551,0.74375,0.7540675844806007,0.7483333333333333,0.004287734814482785,49,0.7476547842401501,0.7509375,0.745159275452842,0.7479171865643307,0.0023662362468903336
0.319602092107137,0.026141823532580526,0.0011474291483561199,3.3283856060301343e-06,32,l1,12,"{'classify__C': 32, 'classify__penalty': 'l1', 'feature_select__k': 12}",0.8108614232209738,0.810625,0.8204005006257822,0.8139583333333333,0.0045520542778350334,24,0.8208255159474672,0.82125,0.8204247345409119,0.8208334168294597,0.00033695953015476114
1.0750765800476074,0.05100119260731678,0.0012458960215250652,8.18145975216623e-06,32,l1,36,"{'classify__C': 32, 'classify__penalty': 'l1', 'feature_select__k': 36}",0.8277153558052435,0.828125,0.8360450563204005,0.830625,0.0038326188231166177,7,0.8477173233270794,0.8496875,0.8422860712054966,0.8465636315108588,0.0031298073055847156
0.03763103485107422,0.000643380594117666,0.0009795824686686199,1.9669492638030024e-05,32,l2,4,"{'classify__C': 32, 'classify__penalty': 'l2', 'feature_select__k': 4}",0.7465667915106118,0.743125,0.7540675844806007,0.7479166666666667,0.004566946748152378,50,0.7476547842401501,0.7509375,0.745159275452842,0.7479171865643307,0.0023662362468903336
0.08391412099202473,0.0009637602165455616,0.0010485649108886719,6.152862501413317e-06,32,l2,12,"{'classify__C': 32, 'classify__penalty': 'l2', 'feature_select__k': 12}",0.8108614232209738,0.81125,0.8191489361702128,0.81375,0.0038173455779031053,25,0.8208255159474672,0.820625,0.8204247345409119,0.8206250834961265,0.00016361833472814047
0.2516442934672038,0.004458450422437358,0.0011990865071614583,7.540295135580966e-06,32,l2,36,"{'classify__C': 32, 'classify__penalty': 'l2', 'feature_select__k': 36}",0.8289637952559301,0.8275,0.8360450563204005,0.8308333333333333,0.003730002530073179,4,0.8464665415884928,0.849375,0.8422860712054966,0.8460425375979965,0.0029095317379666057
