mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha_1,param_alpha_2,param_lambda_1,param_lambda_2,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.48610520362854004,0.017293139859417668,0.0023011366526285806,3.587933375921702e-05,0.01,0.01,0.01,0.01,"{'alpha_1': 0.01, 'alpha_2': 0.01, 'lambda_1': 0.01, 'lambda_2': 0.01}",-1295.8267903353858,-1206.8587903105474,-1353.2456860777131,-1285.3104222412153,60.22306485893823,10,-1034.4607279152626,-1039.1103696831387,-987.4214621557143,-1020.3308532513719,23.347745199591984
0.4925087292989095,0.01429530202205676,0.0032806396484375,0.0011977097902744552,0.01,0.01,0.01,0.1,"{'alpha_1': 0.01, 'alpha_2': 0.01, 'lambda_1': 0.01, 'lambda_2': 0.1}",-1295.8271381403067,-1206.8590496759966,-1353.246005264795,-1285.310731027033,60.22309250095735,12,-1034.4601364136818,-1039.109737789905,-987.4209147979816,-1020.3302630005228,23.347713629340245
0.4909694194793701,0.017126513267985782,0.002297560373942057,7.689589552511778e-06,0.01,0.01,0.1,0.01,"{'alpha_1': 0.01, 'alpha_2': 0.01, 'lambda_1': 0.1, 'lambda_2': 0.01}",-1295.794785185645,-1206.8349706794604,-1353.2180317775635,-1285.2825958808899,60.221146546690754,2,-1034.5151971788614,-1039.1684579522096,-987.4689170328531,-1020.3841907213078,23.352011197405297
0.4624297618865967,0.00434459434884402,0.002282301584879557,1.6964430840934275e-05,0.01,0.01,0.1,0.1,"{'alpha_1': 0.01, 'alpha_2': 0.01, 'lambda_1': 0.1, 'lambda_2': 0.1}",-1295.7951330493952,-1206.8352299463693,-1353.2183510146235,-1285.2829046701293,60.221174252606396,4,-1034.5146047365702,-1039.1678250843233,-987.468368860618,-1020.3835995605037,23.35197955807622
0.4804522196451823,0.006467716799859241,0.0023217201232910156,8.307100005237744e-06,0.01,0.1,0.01,0.01,"{'alpha_1': 0.01, 'alpha_2': 0.1, 'lambda_1': 0.01, 'lambda_2': 0.01}",-1295.8267886141437,-1206.8587890466742,-1353.2456845293957,-1285.3104207300712,60.22306472535899,9,-1034.4607308436687,-1039.1103727633001,-987.4214648114743,-1020.330856139481,23.347745368380693
0.47496263186136883,0.009826062407014263,0.002335627873738607,4.879970104032963e-05,0.01,0.1,0.01,0.1,"{'alpha_1': 0.01, 'alpha_2': 0.1, 'lambda_1': 0.01, 'lambda_2': 0.1}",-1295.827136418364,-1206.859048411846,-1353.2460037159794,-1285.3107295153966,60.2230923672704,11,-1034.4601393420753,-1039.1097408699916,-987.4209174537282,-1020.3302658885983,23.347713798112647
0.5145968596140543,0.02407595436437699,0.0023540655771891275,5.1141510780204594e-05,0.01,0.1,0.1,0.01,"{'alpha_1': 0.01, 'alpha_2': 0.1, 'lambda_1': 0.1, 'lambda_2': 0.01}",-1295.7947834653053,-1206.8349694175083,-1353.2180302300615,-1285.2825943709583,60.2211464126425,1,-1034.5152001091642,-1039.1684610339603,-987.468919690261,-1020.3841936111285,23.35201136623085
0.5295148690541586,0.051136828918759404,0.002429326375325521,6.541316410946573e-05,0.01,0.1,0.1,0.1,"{'alpha_1': 0.01, 'alpha_2': 0.1, 'lambda_1': 0.1, 'lambda_2': 0.1}",-1295.7951313288895,-1206.835228682944,-1353.2183494670248,-1285.2829031596195,60.221174119151776,3,-1034.514607666849,-1039.167828166043,-987.4683715179646,-1020.3836024502856,23.35197972691742
0.5228835741678873,0.024148469571636032,0.002589066823323568,0.0002304197944456346,0.1,0.01,0.01,0.01,"{'alpha_1': 0.1, 'alpha_2': 0.01, 'lambda_1': 0.01, 'lambda_2': 0.01}",-1295.8286765034861,-1206.8601806552576,-1353.247304733455,-1285.3120539640663,60.22317956954703,14,-1034.457520276118,-1039.1069825382158,-987.4186864906608,-1020.3277297683313,23.34749411136553
0.5158618291219076,0.032051150944406116,0.0027690728505452475,0.0006352145814188351,0.1,0.01,0.01,0.1,"{'alpha_1': 0.1, 'alpha_2': 0.01, 'lambda_1': 0.01, 'lambda_2': 0.1}",-1295.829024311873,-1206.8604400321676,-1353.247623923221,-1285.3123627557538,60.22320720786816,16,-1034.456928818545,-1039.1063506891899,-987.4181391705415,-1020.3271395594255,23.34746254420355
